,city,district,street_name,rooms,size_m2,price_per_m2,price
1052,Warszawa, Praga-Północ, Nowa Praga,2,40.0,16250,650000.0
1053,Warszawa, Ursus, Gołąbki,3,53.0,11698,620000.0
1054,Warszawa, Ursus, Mariana Keniga,3,48.0,11458,550007.0
1055,Warszawa, Ursus, Skorosze,3,68.53,9730,666800.0
1056,Warszawa, Praga-Południe, Szaserów,2,53.0,11981,635000.0
1057,Warszawa, Wola, Banderii,4,100.2,12625,1265000.0
1058,Warszawa, Bielany, Conrada 19,3,57.0,12263,699000.0
1059,Warszawa, Bemowo, Chrzanów,3,68.78,13376,920000.0
1060,Warszawa, Bemowo,,3,71.0,11831,840000.0
1061,Warszawa, Białołęka, Tarchomin,3,64.4,10559,680000.0
1062,Warszawa, Ursus, Jacka i Agatki,2,41.5,11301,469000.0
1063,Warszawa, Ursus, ul. Posag 7 Panien,3,67.0,11328,759000.0
1064,Warszawa, Bemowo, Wrocławska,4,87.1,10563,920000.0
1065,Warszawa, Bemowo, Stanisława Rostworowskiego,2,51.3,11501,590000.0
1066,Warszawa, Żoliborz,,2,38.5,18961,730000.0
1067,Warszawa, Praga-Południe, Gocław,2,69.0,13551,935000.0
1068,Warszawa, Mokotów, Nałęczowska 33,3,74.0,16892,1250000.0
1069,Warszawa, Mokotów, Cybulskiego,8,487.0,44353,21600000.0
1070,Warszawa, Mokotów, ul. Wałbrzyska,1,35.5,17465,620000.0
1071,Warszawa, Wola, ul. Okopowa,2,52.67,23923,1260000.0
1072,Warszawa, Białołęka, Tarchomin,2,44.4,9887,439000.0
1073,Warszawa, Śródmieście, ul. Wojciecha Górskiego 6,2,62.0,32258,2000000.0
1074,Warszawa, Ursus, Gołąbki,3,51.6,12190,629000.0
1075,Warszawa, Bemowo,,2,50.0,11000,550000.0
1076,Warszawa, Praga-Południe, Szaserów,1,35.0,13971,489000.0
1077,Warszawa, Wola,,1,28.0,11857,332000.0
1078,Warszawa, Białołęka,,2,44.6,8857,395000.0
1079,Warszawa, Ursus, Skorosze,3,64.0,11000,704000.0
1080,Warszawa, Mokotów, Łowicka,5,137.05,25976,3560000.0
1081,Warszawa, Bielany, Lucjana Rudnickiego,3,70.29,11879,835000.0
1082,Warszawa, Wola, Józefa Sowińskiego,3,53.3,15572,830000.0
1083,Warszawa, Włochy, Nowe Włochy,2,33.04,15738,520000.0
1084,Warszawa, Wola, ul. Zawiszy 16B,3,73.04,16292,1190000.0
1085,Warszawa, Żoliborz, Sady Żoliborskie,4,53.0,10755,570000.0
1086,Warszawa, Bemowo, ul. płk. Witolda Łokuciewskiego 5,3,61.3,12806,785000.0
1087,Warszawa, Mokotów, ul. Jadźwingów,2,42.0,13548,569000.0
1088,Warszawa, Białołęka, Tarchomin,2,56.3,10515,592000.0
1089,Warszawa, Mokotów,,2,55.1,13975,770000.0
1090,Warszawa, Włochy, ul. Jutrzenki,2,36.37,11795,429000.0
1091,Warszawa, Mokotów, Służew,1,33.0,12000,395990.0
1092,Warszawa, Ursus, ul. Dzieci Warszawy,3,45.49,11321,515000.0
1093,Warszawa, Bielany, ul. Gąbińska,2,26.2,15267,400000.0
1094,Warszawa, Mokotów, ul. Opoczyńska,2,66.79,16994,1135000.0
1095,Warszawa, Wilanów, ul. Prymasa Augusta Hlonda,2,56.83,14499,824000.0
1096,Warszawa, Wilanów, Branickiego 12,2,53.7,13948,749000.0
1097,Warszawa, Bielany, Słodowiec,3,51.0,11157,569000.0
1098,Warszawa, Wola, Płocka,2,61.6,12029,741000.0
1099,Warszawa, Włochy, Podborska,2,59.6,11913,710000.0
1100,Warszawa, Bemowo, Kopalniana,5,130.0,13077,1699999.0
1101,Warszawa, Mokotów, Jana Pawła Woronicza,4,85.4,13993,1195000.0
1102,Warszawa, Bielany, Chomiczówka,4,83.28,11395,949000.0
1103,Warszawa, Praga-Północ, Kijowska 7,2,32.8,16616,545000.0
1104,Warszawa, Ursynów, ul. Oskara Sosnowskiego,4,74.0,11959,885000.0
1105,Warszawa, Ursynów, Lasek Brzozowy,2,45.4,10793,490000.0
1106,Warszawa, Ursus,,2,38.32,12082,463000.0
1107,Warszawa, Praga-Południe, gen. Bronisława Bohaterewicza,3,105.2,14924,1570000.0
1108,Warszawa, Wola,,4,85.62,18676,1599000.0
1109,Warszawa, Ursynów, Puszczyka,4,63.5,10787,685000.0
1110,Warszawa, Mokotów, Stegny,2,42.2,11374,480000.0
1111,Warszawa, Białołęka, Grodzisk,2,48.4,9500,459800.0
1112,Warszawa, Ursus,,1,33.38,12253,409000.0
1113,Warszawa, Wilanów,,4,100.61,17046,1715000.0
1114,Warszawa, Żoliborz,,1,20.13,17139,345000.0
1115,Warszawa, Praga-Południe, Grochów,2,51.2,12402,635000.0
1116,Warszawa, Mokotów, Górny Mokotów,3,45.3,15408,698000.0
1117,Warszawa, Mokotów, Górny Mokotów,4,92.0,17815,1639000.0
1118,Warszawa, Mokotów, Górny Mokotów,3,57.0,12895,735000.0
1119,Warszawa, Mokotów, Niewielka/ciche/słoneczne/balkon/miejsce postojowe,3,57.0,11912,679000.0
1120,Warszawa, Mokotów, Sielce,4,89.0,17393,1548000.0
1121,Warszawa, Śródmieście, Śródmieście Południowe,4,90.0,22211,1999000.0
1122,Warszawa, mazowieckie,,3,54.0,9722,525000.0
1123,Warszawa, Bemowo, Górce,2,67.15,13850,930000.0
1124,Warszawa, Żoliborz, Sady Żoliborskie,3,56.0,12143,680000.0
1125,Warszawa, Białołęka, Jana Husa,2,38.9,10540,410000.0
1126,Warszawa, Wesoła,,2,52.79,8505,449000.0
1127,Warszawa, Śródmieście, ul. Nowy Świat 60,3,68.0,17250,1173000.0
1128,Warszawa, Mokotów, Warszawa,3,49.4,13543,669000.0
1129,Warszawa, Ursynów, Imielin,3,76.0,12039,915000.0
1130,Warszawa, Ursynów, Lasek Brzozowy,2,46.56,12027,560000.0
1131,Warszawa, Wesoła, Stara Miłosna,3,83.0,10181,845000.0
1132,Warszawa, Mokotów, ul. Orzycka 14,2,41.0,15976,655000.0
1133,Warszawa, Żoliborz, Krasińskiego 37,2,37.5,11973,449000.0
1134,Warszawa, Wawer, Międzylesie,3,68.16,11664,795000.0
1135,Warszawa, Targówek, Łojewska,3,46.09,11499,530000.0
1136,Warszawa, Wilanów, Bruzdowa,2,52.0,15929,828282.0
1137,Warszawa, Mokotów, Obrzeżna,2,57.0,15400,877800.0
1138,Warszawa, Ursynów, ul. Stanisława Kazury,3,47.5,13895,660000.0
1139,Warszawa, Śródmieście, Powiśle,2,63.5,16992,1079000.0
1140,Warszawa, Praga-Południe, Grochów,2,46.61,10513,490000.0
1141,Warszawa, Białołęka, Brzeziny,3,68.6,9621,660000.0
1142,Warszawa, Bemowo, gen. Sylwestra Kaliskiego,3,72.77,8864,645000.0
1143,Warszawa, Włochy, Lechicka,2,42.3,14634,619000.0
1144,Warszawa, Bemowo, Sosnowiecka,4,84.58,8619,729000.0
1145,Warszawa, Wawer, Wichrowa,2,49.72,12872,640000.0
1146,Warszawa, Białołęka, Lewandów,3,56.85,8619,490000.0
1147,Warszawa, Ursus, Dzieci Warszawy,3,75.2,11902,895000.0
1148,Warszawa, Targówek, Bródno,2,46.4,10776,500000.0
1149,Warszawa, Białołęka, Skarbka z Gór,3,63.1,8954,565000.0
1150,Warszawa, Mokotów, Obrzeżna,2,57.02,16047,915000.0
1151,Warszawa, Targówek, Bródno,2,49.0,10918,535000.0
1152,Warszawa, Ochota, Szczęśliwice,4,85.0,16706,1420000.0
1153,Warszawa, Bemowo, Widawska,3,66.7,10780,719000.0
1154,Warszawa, Białołęka, Zdziarska,5,190.0,8263,1570000.0
1155,Warszawa, Wola, Radziwie,4,78.43,12750,1000000.0
1156,Warszawa, Praga-Południe, Siennicka,3,63.0,9508,599000.0
1157,Warszawa, Praga-Północ, Środkowa,3,64.65,14988,969000.0
1158,Warszawa, Włochy, Nowe Włochy,2,42.5,13176,560000.0
1159,Warszawa, Mokotów, Kłobucka,2,49.32,14173,699000.0
1160,Warszawa, Ursynów, Braci Wagów,3,69.45,14255,990000.0
1161,Warszawa, Wesoła, Słowicza,5,118.96,10508,1250000.0
1162,Warszawa, Praga-Północ, Tarchomińska,4,79.5,11761,935000.0
1163,Warszawa, Białołęka, Brzeziny,4,100.44,9409,945000.0
1164,Warszawa, Śródmieście, Bonifraterska,1,22.0,19955,439000.0
1165,Warszawa, Wola, Górczewska,3,49.9,9500,474050.0
1166,Warszawa, Bemowo, Widawska,2,46.8,11987,561000.0
1167,Warszawa, Wola, Żelazna,2,40.88,17564,718000.0
1168,Warszawa, Włochy, Bakalarska,3,74.59,13200,984588.0
1169,Warszawa, Śródmieście,,2,55.0,12709,699000.0
1170,Warszawa, Ochota, Stara Ochota,2,45.97,12182,560000.0
1171,Warszawa, Praga-Południe, ul. Władysława Umińskiego,3,56.8,10563,599999.0
1172,Warszawa, Wola, ul. Okopowa 56,5,72.5,16520,1197700.0
1173,Warszawa, Wilanów, Adama Branickiego,3,55.0,15455,850000.0
1174,Warszawa, Wilanów, Adama Branickiego,2,53.0,15849,840000.0
1175,Warszawa, Wilanów, Aleja Rzeczypospolitej,2,43.88,16613,729000.0
1176,Warszawa, Wilanów, Franciszka Klimczaka,3,71.5,13832,989000.0
1177,Warszawa, Śródmieście, Śródmieście Południowe,3,61.51,21000,1291710.0
1178,Warszawa, Praga-Północ,,1,25.03,16780,420000.0
1179,Warszawa, Ursynów,,3,81.2,15887,1290000.0
1180,Warszawa, Wilanów,,3,79.3,15763,1250000.0
1181,Warszawa, Wilanów, Aleja Wilanowska,3,93.34,15481,1445000.0
1182,Warszawa, Wilanów, Aleja Rzeczypospolitej,2,50.0,15200,760000.0
1183,Warszawa, Bemowo, ul. gen. Tadeusza Pełczyńskiego,3,72.0,17000,1224000.0
1184,Warszawa, Praga-Południe,,2,35.0,11429,399999.0
1185,Warszawa, Ursus, ul. Herbu Oksza,3,62.42,11535,720000.0
1186,Warszawa, Mokotów, ul. Sandomierska,2,73.0,14932,1090000.0
1187,Warszawa, Ochota, Bitwy Warszawskiej 1920 r.,2,45.97,12182,560000.0
1188,Warszawa, Śródmieście, Stare Miasto,2,58.0,15897,922000.0
1189,Warszawa, Targówek, Zacisze,2,41.0,14512,595000.0
1190,Warszawa, Ursynów, ul. Melchiora Wańkowicza,3,78.0,14744,1150000.0
1191,Warszawa, Wola,,3,42.92,14445,620000.0
1192,Warszawa, Białołęka, Tarchomin,1,46.5,12473,580000.0
1193,Warszawa, Mokotów, Dolny Mokotów,3,74.0,14865,1100000.0
1194,Warszawa, Mokotów, Jadźwingów,1,27.6,13406,370000.0
1195,Warszawa, Praga-Południe, Brygady Pościgowej,2,48.7,9856,480000.0
1196,Warszawa, Targówek, Bródno,3,48.0,14375,690000.0
1197,Warszawa, Praga-Południe, Gocław,1,32.5,16308,530000.0
1198,Warszawa, Mokotów, Puławska,5,126.0,16485,2077100.0
1199,Warszawa, Bielany,,3,56.0,10625,595000.0
1200,Warszawa, Wola, ul. Ogrodowa,3,55.0,14545,799999.0
1201,Warszawa, Bemowo, Kopalniana,3,58.97,14075,830000.0
1202,Warszawa, Mokotów, Dolny Mokotów,3,73.76,17625,1300000.0
1203,Warszawa, Bielany, Wojciecha Bogusławskiego,4,101.92,13726,1399000.0
1204,Warszawa, Praga-Północ, Kępna,3,75.0,15720,1179000.0
1205,Warszawa, Wola, Młynów,2,55.18,13048,720000.0
1206,Warszawa, Białołęka, Żerań,3,49.23,10766,530000.0
1207,Warszawa, Wilanów, Aleja Rzeczypospolitej,2,55.54,17500,971950.0
1208,Warszawa, Żoliborz,,1,29.0,16172,469000.0
1209,Warszawa, Bemowo,,2,48.0,12938,621000.0
1210,Warszawa, Mokotów, al. Niepodległości,3,53.2,11823,629000.0
1211,Warszawa, Śródmieście, Frascati,3,61.4,34202,2100000.0
1212,Warszawa, Wola,,2,41.0,12171,499000.0
1213,Warszawa, Praga-Południe, Grochowska 357,2,43.0,15930,685000.0
1214,Warszawa, Śródmieście, Powiśle,3,66.0,21970,1450000.0
1215,Warszawa, Bielany, Starej Baśni 3,3,56.4,11684,659000.0
1216,Warszawa, Bielany, Słodowiec,1,18.0,15944,287000.0
1217,Warszawa, mazowieckie,,2,35.0,14586,510500.0
1218,Warszawa, Żoliborz, Ludwika Rydygiera,2,42.9,19580,840000.0
1219,Warszawa, Ursus, Skorosze,2,51.5,11456,590000.0
1220,Warszawa, Wola, Wolska,3,48.2,15747,759000.0
1221,Warszawa, Żoliborz, Stary Żoliborz,2,46.0,17565,808000.0
1222,Warszawa, Rembertów, Frontowa,3,59.62,12076,720000.0
1223,Warszawa, Praga-Południe, ul. Jana Nowaka-Jeziorańskiego 8,2,50.7,14990,759993.0
1224,Warszawa, Bemowo, Groty,4,95.1,8623,820000.0
1225,Warszawa, Wola, Esperanto,3,46.56,12135,565000.0
1226,Warszawa, Wilanów, Adama Branickiego,3,69.14,14449,999000.0
1227,Warszawa, Mokotów, Mariana Zdziechowskiego,2,40.58,19566,794000.0
1228,Warszawa, Wola, Jana Olbrachta,3,68.4,13143,899000.0
1229,Warszawa, Włochy, Przerwana,3,72.44,12286,890000.0
1230,Warszawa, Ursynów, Kłobucka,3,57.81,14400,832464.0
1231,Warszawa, Praga-Południe, Grochów,2,51.2,12402,635000.0
1232,Warszawa, Śródmieście, ul. Srebrna 6,2,39.17,16569,649000.0
1233,Warszawa, Białołęka, ul. Aleksandra Kamińskiego,1,32.7,11315,370000.0
1234,Warszawa, Mokotów, ul. Jarosława Dąbrowskiego,1,23.5,17000,399500.0
1235,Warszawa, Ursus, ul. Stanisława Wojciechowskiego,3,46.3,9914,459000.0
1236,Warszawa, Wola, ul. Obozowa,1,32.13,11983,385000.0
1237,Warszawa, Ursus,,4,58.0,9310,540000.0
1238,Warszawa, Praga-Południe, Saska Kępa,3,47.7,12788,610000.0
1239,Warszawa, Włochy,,4,75.22,10237,770000.0
1240,Warszawa, Żoliborz, ul. ks. Jerzego Popiełuszki,1,27.7,14621,405000.0
1241,Warszawa, Centrum,,3,45.3,15408,698000.0
1242,Warszawa, Bielany, Jana Kasprowicza,4,90.47,17906,1620000.0
1243,Warszawa, Ursynów, Meander,3,63.6,10456,665000.0
1244,Warszawa, Bielany, ul. Wrzeciono,2,38.0,11053,420000.0
1245,Warszawa, Ursynów, Pyry,3,71.0,11254,799000.0
1246,Warszawa, Śródmieście, ul. Lwowska,5,102.0,19608,2000000.0
1247,Warszawa, Śródmieście, Złota,2,36.4,17857,650000.0
1248,Warszawa, Bemowo,,2,37.0,13108,485000.0
1249,Warszawa, Mokotów, Wałbrzyska 19,4,91.0,11978,1090000.0
1250,Warszawa, Żoliborz, ul. Władysława Broniewskiego,3,47.0,13809,649000.0
1251,Warszawa, Śródmieście, Stare Miasto,2,41.5,32000,1328000.0
1252,Warszawa, Ursus, Skorosze,3,64.56,11447,739000.0
1253,Warszawa, Praga-Południe, ul. Majdańska,4,110.5,15900,1757000.0
1254,Warszawa, Ursynów, Kabaty,3,72.66,14382,1045000.0
1255,Warszawa, Wola,,1,21.3,13615,290000.0
1256,Warszawa, Wilanów,,4,114.0,12272,1399000.0
1257,Warszawa, Wola, Ulrychów,3,50.0,10380,519000.0
1258,Warszawa, Mokotów, Dolny Mokotów,3,58.15,17025,990000.0
1259,Warszawa, Bielany, Piaski,3,77.9,11938,930000.0
1260,Warszawa, Praga-Południe, Grochów,2,46.07,13241,610000.0
1261,Warszawa, Wola,,2,36.9,11463,423000.0
1262,Warszawa, Praga-Południe,,1,26.32,16717,440000.0
1263,Warszawa, Białołęka,,3,62.8,10350,650000.0
1264,Warszawa, Bemowo,,3,60.36,10752,649000.0
1265,Warszawa, Praga-Północ, Tadeusza Korsaka 1,2,37.0,13919,515000.0
1266,Warszawa, Praga-Południe, Stanisława Mikołajczyka 15,3,70.74,8892,629000.0
1267,Warszawa, Praga-Południe, Aleja Waszyngtona 77,2,48.3,15114,730000.0
1268,Warszawa, Praga-Południe, Ostrobramska 80,2,46.9,14499,680000.0
1269,Warszawa, Bemowo, ul. Batalionów Chłopskich 77D,2,55.0,17364,955000.0
1270,Warszawa, Śródmieście, al. Jana Pawła II,2,36.1,16593,599000.0
1271,Warszawa, Wola, Redutowa,2,38.0,11526,438000.0
1272,Warszawa, Ursynów, Stryjeńskich,3,62.9,10334,650000.0
1273,Warszawa, Ursynów, Stryjeńskich,2,46.15,14280,659000.0
1274,Warszawa, Ursus, Posag 7 Panien,2,42.73,11023,471000.0
1275,Warszawa, Bielany, ul. Antoniego Czechowa,1,26.0,15765,409900.0
1276,Warszawa, Wesoła,,3,93.0,9086,845000.0
1277,Warszawa, Wola, ul. Goleszowska,2,47.0,16809,790000.0
1278,Warszawa, Mokotów,,1,28.04,16762,470000.0
1279,Warszawa, Bielany, ul. Osikowa 7,3,62.55,12422,777000.0
1280,Warszawa, Białołęka, Claudia Monteverdiego,4,81.28,11196,910000.0
1281,Warszawa, Praga-Południe, Saska Kępa,1,21.13,18883,399000.0
1282,Warszawa, Białołęka,,4,113.5,13207,1499000.0
1283,Warszawa, Wola, Ulrychów,3,65.0,17462,1135000.0
1284,Warszawa, Ursynów, al. Komisji Edukacji Narodowej,4,85.5,14386,1230000.0
1285,Warszawa, Śródmieście, Śródmieście Południowe,1,37.0,17892,662000.0
1286,Warszawa, Śródmieście,,3,141.21,24779,3499000.0
1287,Warszawa, Mokotów, Zbyszka Cybulskiego,3,118.0,23559,2780000.0
1288,Warszawa, Ursynów, Imielin,1,31.8,16352,520000.0
1289,Warszawa, Targówek, Zacisze,3,68.27,11996,819000.0
1290,Warszawa, Mokotów,,3,48.3,15507,749000.0
1291,Warszawa, Praga-Południe, Saska Kępa,3,69.6,12500,870000.0
1292,Warszawa, Bemowo, Jelonki,2,46.0,12000,552000.0
1293,Warszawa, Ursynów, Wawrzyńca Surowieckiego,4,84.4,9716,820000.0
1294,Warszawa, Praga-Południe, Witolin,3,61.85,13905,860000.0
1295,Warszawa, Praga-Południe,,2,45.7,12013,549000.0
1296,Warszawa, Wola, Odolany,3,68.92,17121,1180000.0
1297,Warszawa, Praga-Południe, Grochów,2,43.1,11578,499000.0
1298,Warszawa, Wola, Ulrychów,3,57.9,10708,620000.0
1299,Warszawa, Targówek, Elsnerów,2,45.7,12888,589000.0
1300,Warszawa, Praga-Północ, Nowa Praga,2,44.37,13500,599000.0
1301,Warszawa, Mokotów, Wierzbno,2,58.55,12383,725000.0
1302,Warszawa, Bemowo, Chrzanów,2,50.29,12985,653000.0
1303,Warszawa, Bemowo, Jelonki,2,51.0,10765,549000.0
1304,Warszawa, Wawer, Chodzieska,3,73.04,10268,750000.0
1305,Warszawa, Bielany, Marymont,3,53.7,10987,590000.0
1306,Warszawa, Żoliborz, ul. Elbląska,3,49.0,14694,720000.0
1307,Warszawa, Bielany,,2,38.0,13658,519000.0
1308,Warszawa, Białołęka, Płochocińska 101H,1,32.0,12469,399000.0
1309,Warszawa, Białołęka,,3,69.6,9899,689000.0
1310,Warszawa, Śródmieście, Śródmieście Południowe,1,24.0,24958,599000.0
1311,Warszawa, Mokotów, Nałęczowska 33,3,74.0,17432,1290000.0
1312,Warszawa, Ursynów, ul. Urwisko,2,54.0,18200,982800.0
1313,Warszawa, Mokotów, Dolny Mokotów,3,78.0,16800,1310400.0
1314,Warszawa, Mokotów, Bluszczańska,2,45.0,17667,795000.0
1315,Warszawa, Ursynów, Polinezyjska,2,54.3,11031,599000.0
1316,Warszawa, Białołęka, Aleksandra Kamińskiego,3,68.7,9461,650000.0
1317,Warszawa, Bielany, ul. Josepha Conrada 4,3,59.64,11385,679000.0
1318,Warszawa, Ursus, ul. Ryżowa,4,81.0,10358,839000.0
1319,Warszawa, Wilanów, ul. Franciszka Klimczaka,3,71.54,13824,989000.0
1320,Warszawa, Ochota, Filtry,2,56.0,16464,922000.0
1321,Warszawa, Żoliborz, Rydygiera 15A,2,41.26,18880,779000.0
1322,Warszawa, Praga-Północ, Nowa Praga,2,34.57,14463,499999.0
1323,Warszawa, Śródmieście, ul. Nowogrodzka,2,56.0,14214,796000.0
1324,Warszawa, Włochy, ul. Strubiczów,2,37.5,11600,435000.0
1325,Warszawa, Wola, Odolany,2,54.3,17495,950000.0
1326,Warszawa, Ursus, Posag 7 Panien,3,63.34,12299,779000.0
1327,Warszawa, Bielany, ul. Wojciecha Bogusławskiego,3,64.8,8935,579000.0
1328,Warszawa, Wola, Odolany,3,65.52,15644,1025000.0
1329,Warszawa, Żoliborz, Ludwika Rydygiera,3,65.0,19231,1250000.0
1330,Warszawa, Wola, Koło,3,73.04,16292,1190000.0
1331,Warszawa, Wola, Muranów,2,36.6,21284,779000.0
1332,Warszawa, Wola, Odolany,3,62.8,15287,960000.0
1333,Warszawa, Wola, Żytnia,1,29.0,14138,410000.0
1334,Warszawa, Ursynów, Leonida Teligi,3,56.0,11786,660000.0
1335,Warszawa, Praga-Południe, Witolińska,3,61.0,8852,540000.0
1336,Warszawa, Białołęka, Krokwi,2,53.3,13865,739000.0
1337,Warszawa, Śródmieście, Nowe Miasto,3,55.0,14527,799000.0
1338,Warszawa, Bielany, Maszewska,2,55.0,10636,585000.0
1339,Warszawa, Wilanów, al. Aleja Rzeczypospolitej,1,31.72,17339,550000.0
1340,Warszawa, Ursus,,2,33.0,13606,449000.0
1341,Warszawa, Wola, ul. Żytnia,2,62.0,11597,719000.0
1342,Warszawa, Mokotów, Górny Mokotów,3,70.0,19986,1399000.0
1343,Warszawa, Ursynów, Imielin,1,31.3,14984,469000.0
1344,Warszawa, Wilanów, Aleja Rzeczypospolitej,4,102.0,19412,1980000.0
1345,Warszawa, Śródmieście, Warecka,3,69.85,26000,1816100.0
1346,Warszawa, Ursynów, Natolin,2,42.4,13160,558000.0
1347,Warszawa, Wola, Mirów,2,37.5,14800,555000.0
1348,Warszawa, Praga-Południe, gen. Romana Abrahama,3,59.1,9645,570000.0
1349,Warszawa, Ursus, ul. Ryżowa,2,43.0,12302,529000.0
1350,Warszawa, Ursus, ul. Górna Droga,2,44.4,9392,417000.0
1351,Warszawa, Ochota, ul. Maszynowa,2,51.0,12353,630000.0
1352,Warszawa, Wola,,3,53.19,15529,826000.0
1353,Warszawa, Wola, Złota,2,38.8,13700,531560.0
1354,Warszawa, Wola, Koło,2,37.6,14628,550000.0
1355,Warszawa, Bielany,,3,57.0,12193,695000.0
1356,Warszawa, Białołęka, ul. Podłużna,2,44.0,10227,450000.0
1357,Warszawa, Mokotów, AL. Niepodległości 82,2,56.66,17561,995000.0
1358,Warszawa, Mokotów, Stegny,3,63.6,12720,809000.0
1359,Warszawa, Mokotów,,2,38.2,16361,625000.0
1360,Warszawa, Wawer, ul. Celulozy,4,120.0,8250,990000.0
1361,Warszawa, Białołęka, Marywilska 58A,1,30.0,11000,330000.0
1362,Warszawa, Praga-Południe, ul. gen. Stanisława Skalskiego,4,79.0,17089,1350000.0
1363,Warszawa, Wola, Emanuela Ringelbluma 3,2,41.59,11301,470000.0
1364,Warszawa, Praga-Południe, Grochowska,2,53.0,9981,529000.0
1365,Warszawa, Mokotów, Henryków,5,133.2,8183,1089990.0
1366,Warszawa, Praga-Południe,,1,29.0,13103,380000.0
1367,Warszawa, Mokotów, Jarosława Dąbrowskiego,3,58.56,17930,1050000.0
1368,Warszawa, Śródmieście, Tamka,2,30.0,20000,600000.0
1369,Warszawa, Śródmieście, Foksal,2,45.5,35165,1600000.0
1370,Warszawa, Śródmieście, Warecka,3,67.0,31343,2100000.0
1371,Warszawa, Śródmieście, Złota,4,161.6,55074,8900000.0
1372,Warszawa, Mokotów, Sielce,2,50.34,25824,1300000.0
1373,Warszawa, Śródmieście, Mokotowska,4,88.0,27273,2400000.0
1374,Warszawa, Mokotów, Aleja Wilanowska,4,97.0,23186,2249000.0
1375,Warszawa, Praga-Południe, Kinowa,3,40.52,17275,700000.0
1376,Warszawa, Śródmieście, Józefa Lewartowskiego,2,35.0,19714,690000.0
1377,Warszawa, Śródmieście, Miła,1,25.5,19216,490000.0
1378,Warszawa, Włochy, Przyłęcka,10,245.95,7725,1900000.0
1379,Warszawa, Mokotów, Ksawerów,6,397.45,13083,5200000.0
1380,Warszawa, Śródmieście, Pańska,2,38.0,18947,720000.0
1381,Warszawa, Śródmieście, Powiśle,1,30.0,20667,620000.0
1382,Warszawa, Praga-Południe, Saska Kępa,2,39.42,18265,720000.0
1383,Warszawa, Wilanów,,5,220.0,14091,3100000.0
1384,Warszawa, Mokotów, Zbyszka Cybulskiego,4,144.0,25000,3600000.0
1385,Warszawa, Śródmieście, Stare Miasto,2,33.77,26947,910000.0
1386,Warszawa, Wola, Grzybowska,4,205.71,25764,5300000.0
1387,Warszawa, Wawer, Borków,3,64.0,10234,655000.0
1388,Warszawa, Śródmieście, Marszałkowska,2,70.45,22427,1580000.0
1389,Warszawa, Mokotów, Białej Floty,5,132.02,25072,3310000.0
1390,Warszawa, Mokotów, Białej Floty,4,114.89,20150,2315000.0
1391,Warszawa, Żoliborz, gen. Józefa Zajączka,6,283.1,21017,5950000.0
1392,Warszawa, Mokotów,,4,129.0,23101,2980000.0
1393,Warszawa, Śródmieście, Śródmieście Południowe,7,248.5,18511,4600000.0
1394,Warszawa, Praga-Południe, Kamionek,2,39.71,18000,714780.0
1395,Warszawa, Mokotów,,3,77.97,16673,1300000.0
1396,Warszawa, Praga-Południe, Kamionek,2,46.03,18000,828540.0
1397,Warszawa, Mokotów, Sadyba,4,98.0,22959,2250000.0
1398,Warszawa, Śródmieście,,4,167.0,32934,5500000.0
1399,Warszawa, Wilanów,,4,167.0,12575,2100000.0
1400,Warszawa, Śródmieście,,3,82.76,20662,1710000.0
1401,Warszawa, Ursynów, Makolągwy,4,87.0,10920,950000.0
1402,Warszawa, Praga-Południe, Grochów,2,47.9,12505,599000.0
1403,Warszawa, Mokotów, Pory,5,136.0,14669,1995000.0
1404,Warszawa, Śródmieście, Śródmieście Południowe,3,81.0,29630,2400000.0
1405,Warszawa, Wola,,2,32.5,19500,633750.0
1406,Warszawa, Wilanów,,5,200.0,20000,4000000.0
1407,Warszawa, Wilanów,,4,185.0,12162,2250000.0
1408,Warszawa, Śródmieście, Moliera,6,172.37,20595,3550000.0
1409,Warszawa, Ochota, Racławicka,4,125.6,11863,1490000.0
1410,Warszawa, Mokotów,,3,110.0,11682,1285000.0
1411,Warszawa, Mokotów, Dolny Mokotów,3,73.04,15745,1150000.0
1412,Warszawa, Śródmieście, Nowogrodzka,5,320.0,16250,5200000.0
1413,Warszawa, Ochota, Walentego Skorochód-Majewskiego,2,45.8,12555,575000.0
1414,Warszawa, Mokotów, Antoniego Edwarda Odyńca,4,149.33,26786,4000000.0
1415,Warszawa, Mokotów, Antoniego Edwarda Odyńca,3,103.65,25084,2600000.0
1416,Warszawa, Mokotów, Antoniego Edwarda Odyńca,2,72.69,23387,1700000.0
1417,Warszawa, Mokotów, Ludowa,5,181.73,37143,6750000.0
1418,Warszawa, Mokotów, Puławska,4,150.0,32333,4850000.0
1419,Warszawa, Wilanów, Zawady,4,146.0,12192,1780000.0
1420,Warszawa, Mokotów, Jazgarzewska,3,173.0,25000,4325000.0
1421,Warszawa, Mokotów, Antoniego Edwarda Odyńca,2,44.63,22406,1000000.0
1422,Warszawa, Mokotów, Antoniego Edwarda Odyńca,2,44.83,22284,999000.0
1423,Warszawa, Mokotów, Antoniego Edwarda Odyńca,3,103.07,24740,2550000.0
1424,Warszawa, Mokotów, Antoniego Edwarda Odyńca,4,145.87,26051,3800000.0
1425,Warszawa, Wola, al. Aleja Prymasa Tysiąclecia,2,30.8,22078,680000.0
1426,Warszawa, Wola,,1,24.0,15917,382000.0
1427,Warszawa, Białołęka, Grodzisk,5,87.0,8954,779000.0
