,city,district,street_name,rooms,size_m2,price_per_m2,price
5282,Warszawa, Żoliborz, Stary Żoliborz,1,34.6,14364,497000.0
5283,Warszawa, Białołęka, Nowodwory,3,99.0,7576,749999.0
5284,Warszawa, Praga-Południe, Gocławek,4,93.0,9624,895000.0
5285,Warszawa, Ursus,,2,42.07,11172,470000.0
5286,Warszawa, Żoliborz, ul. Kajetana Koźmiana,2,34.29,12686,435000.0
5287,Warszawa, mazowieckie,,3,50.0,12698,634900.0
5288,Warszawa, Praga-Południe, Gocławek,4,115.5,11899,1374331.0
5289,Warszawa, Wola, Monte Cassino,1,24.5,15306,375000.0
5290,Warszawa, Mokotów, Dolny Mokotów,6,274.0,35766,9800000.0
5291,Warszawa, Bemowo, ul. Batalionów Chłopskich,2,40.0,16250,650000.0
5292,Warszawa, Ursus, 1 Maja,2,44.5,10787,480000.0
5293,Warszawa, Mokotów, Aleja Niepodległości,1,38.0,16553,629000.0
5294,Warszawa, Wola, Jana Olbrachta,4,68.0,10279,699000.0
5295,Warszawa, Mokotów, Sielce,2,48.47,15473,750000.0
5296,Warszawa, Białołęka, Tarchomin,3,66.16,9069,600000.0
5297,Warszawa, Praga-Południe, Poligonowa,3,48.0,12438,597000.0
5298,Warszawa, Ursus, Skorosze,1,34.5,11014,380000.0
5299,Warszawa, Wola, Jana Olbrachta,3,50.0,10500,525000.0
5300,Warszawa, Praga-Południe, Grochów,2,37.0,9973,369000.0
5301,Warszawa, Ursus, Górna Droga,2,44.4,10360,460000.0
5302,Warszawa, Białołęka, Tarchomin,3,43.8,10731,470000.0
5303,Warszawa, Śródmieście, Śródmieście Południowe,4,68.0,20500,1394000.0
5304,Warszawa, Wilanów, Oś Królewska,3,80.93,19770,1600000.0
5305,Warszawa, Wesoła, Stara Miłosna,3,70.0,12800,896000.0
5306,Warszawa, Praga-Południe, Dęblińska 2,3,57.0,12263,699000.0
5307,Warszawa, Praga-Południe, Kamionek,4,109.4,10512,1150000.0
5308,Warszawa, Praga-Północ, ul. Szwedzka,2,39.94,18002,719000.0
5309,Warszawa, Wawer, Korkowa 135B,2,38.0,10526,400000.0
5310,Warszawa, Praga-Południe, Szaserów 115,1,23.5,12723,299000.0
5311,Warszawa, Mokotów, ul. bartycka 115a,2,44.8,12277,550000.0
5312,Warszawa, Białołęka,,3,72.0,9028,650000.0
5313,Warszawa, Wola, Okopowa,2,54.0,16648,899000.0
5314,Warszawa, Praga-Południe, Kinowa,3,53.92,12797,690000.0
5315,Warszawa, Ursus, Skoroszewska,3,68.0,11471,780000.0
5316,Warszawa, Bemowo, Lazurowa,5,102.0,10402,1061000.0
5317,Warszawa, Ursynów, Imielin,1,31.3,14984,469000.0
5318,Warszawa, Wola, Obozowa,1,32.0,11938,382000.0
5319,Warszawa, Wilanów, ul. Prymasa Augusta Hlonda,2,39.3,16997,668000.0
5320,Warszawa, Wola,,3,50.0,13000,650000.0
5321,Warszawa, Bemowo,,3,46.0,11000,506000.0
5322,Warszawa, Bielany, Wawrzyszew,3,55.56,14381,799000.0
5323,Warszawa, Praga-Południe, Grochów,2,43.83,14488,635000.0
5324,Warszawa, Wilanów, Sarmacka,3,91.0,15923,1449000.0
5325,Warszawa, Wola,,2,38.0,16184,615000.0
5326,Warszawa, Białołęka, ul. Sprawna,2,38.58,11534,445000.0
5327,Warszawa, Wola, ul. Żelazna,2,37.0,17297,640000.0
5328,Warszawa, Śródmieście, Sapieżyńska,2,51.0,15686,800000.0
5329,Warszawa, Ursus, Skorosze,2,55.5,10990,609950.0
5330,Warszawa, Wola, Muranów,2,51.33,13150,675000.0
5331,Warszawa, Żoliborz,,2,36.0,13056,470000.0
5332,Warszawa, Ursus, ul. Karola Adamieckiego,2,56.0,10357,580000.0
5333,Warszawa, Mokotów, Jarosława Dąbrowskiego,2,40.8,13676,558000.0
5334,Warszawa, Mokotów, Huculska,2,39.0,13821,539000.0
5335,Warszawa, Ursynów, Stefana Szolc-Rogozińskiego,2,43.8,12671,555000.0
5336,Warszawa, Mokotów, Stegny,4,56.1,11212,629000.0
5337,Warszawa, Wola,,3,53.19,15529,826000.0
5338,Warszawa, Rembertów, Emilii Gierczak,2,57.0,8509,485000.0
5339,Warszawa, Wola, Smocza,3,53.0,13943,739000.0
5340,Warszawa, Żoliborz,,1,39.0,13205,515000.0
5341,Warszawa, Ochota,,3,64.9,13867,900000.0
5342,Warszawa, Wola, Mirów,2,42.0,22024,925000.0
5343,Warszawa, Bielany, Leopolda Staffa,2,47.0,13830,649999.0
5344,Warszawa, Ursus, Herbu Oksza,2,32.91,15497,510000.0
5345,Warszawa, Ochota, Stara Ochota,2,31.0,17742,550000.0
5346,Warszawa, Mokotów,,1,39.5,18228,720000.0
5347,Warszawa, Mokotów, Konstancińska,2,52.5,11143,585000.0
5348,Warszawa, Ochota, Trzech Budrysów,3,75.45,12856,970000.0
5349,Warszawa, Praga-Północ, Stara Praga,2,36.0,13583,489000.0
5350,Warszawa, Rembertów, Bellony 68,2,41.85,10514,440000.0
5351,Warszawa, Bielany, Marymoncka,1,33.0,13939,460000.0
5352,Warszawa, Mokotów, Czerniaków,3,66.0,10909,720000.0
5353,Warszawa, Śródmieście,,2,49.0,17327,849000.0
5354,Warszawa, Ursus,,2,62.0,11516,714000.0
5355,Warszawa, Ursynów,,3,60.97,13000,792610.0
5356,Warszawa, Praga-Południe, Gocław,3,58.66,10211,599000.0
5357,Warszawa, Wola, Mirów,3,48.0,15833,760000.0
5358,Warszawa, Bemowo, Górczewska,3,75.0,11987,899000.0
5359,Warszawa, Mokotów, Korczyńska,1,32.0,14000,448000.0
5360,Warszawa, Ochota, Stara Ochota,2,43.0,15093,649000.0
5361,Warszawa, Bemowo,,2,47.2,11547,545000.0
5362,Warszawa, Mokotów,,4,78.0,14090,1099000.0
5363,Warszawa, Targówek, Remiszewska,1,39.0,10205,398000.0
5364,Warszawa, Białołęka,,3,82.0,10000,820000.0
5365,Warszawa, Mokotów, Górny Mokotów,2,37.9,13500,511650.0
5366,Warszawa, Ochota, Stara Ochota,2,73.5,22313,1640000.0
5367,Warszawa, Bielany,,2,56.0,10339,579000.0
5368,Warszawa, Żoliborz, Powązki,1,26.4,14356,379000.0
5369,Warszawa, Targówek, Elsnerów,3,60.0,11650,699000.0
5370,Warszawa, Białołęka, Grodzisk,2,63.0,10079,635000.0
5371,Warszawa, Wola, Mirów,1,29.23,16729,489000.0
5372,Warszawa, Praga-Południe, ul. Samolotowa,3,62.85,9849,619000.0
5373,Warszawa, Mokotów,,1,38.0,13132,499000.0
5374,Warszawa, Śródmieście,,3,53.0,18113,960000.0
5375,Warszawa, Mokotów, Śniardwy,2,32.7,13456,440000.0
5376,Warszawa, Mokotów, Łukowa,3,60.6,11535,699000.0
5377,Warszawa, Mokotów, Podchorążych,3,57.0,11737,669000.0
5378,Warszawa, Wola, Odolany,7,170.6,20891,3564000.0
5379,Warszawa, Mokotów, Dolny Mokotów,2,52.0,13058,679000.0
5380,Warszawa, Białołęka,,2,51.0,8510,434000.0
5381,Warszawa, Bemowo, Górczewska,3,77.96,13327,1039000.0
5382,Warszawa, Wesoła, Słowicza,3,116.0,9991,1159000.0
5383,Warszawa, Mokotów, Rajska,2,53.3,19981,1065000.0
5384,Warszawa, Wola, ul. Jana Kazimierza,2,50.0,17180,859000.0
5385,Warszawa, Wilanów, ul. Sarmacka,5,204.0,19608,4000000.0
5386,Warszawa, Mokotów, Aleja Wilanowska,2,52.0,15192,790000.0
5387,Warszawa, Białołęka, Żerań,3,57.0,12965,739000.0
5388,Warszawa, Ochota, Grójecka,2,39.4,14721,580000.0
5389,Warszawa, Wola, Muranów,2,50.07,16757,839000.0
5390,Warszawa, Śródmieście, Nowy Świat,5,135.9,8631,1173000.0
5391,Warszawa, Targówek, Remiszewska,3,57.0,11386,649000.0
5392,Warszawa, Białołęka,,2,53.3,13865,739000.0
5393,Warszawa, Mokotów, Puławska,2,39.4,14467,570000.0
5394,Warszawa, Bielany,,3,53.68,9780,525000.0
5395,Warszawa, Wola, Juliana Konstantego Ordona,3,67.21,13971,939000.0
5396,Warszawa, Śródmieście, Karmelicka,2,48.0,16250,780000.0
5397,Warszawa, Mokotów, Służew,5,92.0,11522,1060000.0
5398,Warszawa, Mokotów, ul. Nicejska,2,48.0,12479,599000.0
5399,Warszawa, Ursynów, Kabaty,1,38.1,15486,590000.0
5400,Warszawa, Wola, ul. Dzielna,1,21.5,17163,369000.0
5401,Warszawa, Targówek, Bródno,3,47.0,10213,480000.0
5402,Warszawa, Śródmieście, ul. Dzielna,2,64.05,13973,895000.0
5403,Warszawa, Bielany, Wrzeciono,3,67.9,11767,799000.0
5404,Warszawa, Ursynów, Natolin,5,172.2,9408,1620000.0
5405,Warszawa, Ursynów, Kabaty,3,76.0,13092,995000.0
5406,Warszawa, Ursus,,2,37.0,14865,550000.0
5407,Warszawa, Białołęka,,3,68.8,9811,675000.0
5408,Warszawa, Wola, Żelazna,3,62.3,17978,1120000.0
5409,Warszawa, Praga-Południe, Saska Kępa,2,56.73,11193,635000.0
5410,Warszawa, Bielany, Słodowiec,2,36.0,15278,550000.0
5411,Warszawa, Śródmieście, Piękna,3,50.84,29000,1474360.0
5412,Warszawa, Ochota,,2,37.6,12766,480000.0
5413,Warszawa, Ursus, ul. Posag 7 Panien,3,57.9,10967,635000.0
5414,Warszawa, Śródmieście,,4,95.5,21990,2100000.0
5415,Warszawa, Białołęka, Skarbka z Gór,2,51.0,9802,499900.0
5416,Warszawa, Praga-Północ, Zachariasza,1,29.22,14545,425000.0
5417,Warszawa, Włochy, Wagonowa,1,31.2,14999,46796880.0
5418,Warszawa, Mokotów, Bokserska,3,66.0,17121,1130000.0
5419,Warszawa, Białołęka, Aluzyjna,3,65.0,9000,585000.0
5420,Warszawa, Włochy, Salomea,3,66.0,10227,675000.0
5421,Warszawa, Żoliborz, Sady Żoliborskie,3,48.0,13958,670000.0
5422,Warszawa, Żoliborz, Sady Żoliborskie,3,47.0,14872,699000.0
5423,Warszawa, Wilanów,,3,84.5,17160,1450000.0
5424,Warszawa, Mokotów, Puławska,2,37.5,12773,479000.0
5425,Warszawa, Praga-Południe, Ostrobramska,3,62.0,11613,720000.0
5426,Warszawa, Wola, Ulrychów,3,63.0,14921,940000.0
5427,Warszawa, Praga-Północ, Radzymińska,3,47.0,10319,485000.0
5428,Warszawa, Targówek, św. Wincentego,3,67.4,11261,759000.0
5429,Warszawa, Bemowo, Sosnowiecka,4,85.0,8824,750000.0
5430,Warszawa, Białołęka,,3,71.0,15704,1115000.0
5431,Warszawa, Białołęka, Mikołaja Trąby,2,44.1,10408,459000.0
5432,Warszawa, Białołęka, Przydrożna,3,74.4,12097,900000.0
5433,Warszawa, Mokotów, Stegny,2,48.0,12708,610000.0
5434,Warszawa, Bemowo, Jelonki,6,222.49,15731,3500000.0
5435,Warszawa, Bemowo, Jelonki,5,109.47,15484,1695000.0
5436,Warszawa, Wola, Ulrychów,3,58.0,13447,779900.0
5437,Warszawa, Targówek, Bródno,3,60.0,12500,750000.0
5438,Warszawa, Bielany, Aleja Władysława Reymonta,2,50.0,12380,619000.0
5439,Warszawa, Ursynów, Natolin,2,44.0,14318,630000.0
5440,Warszawa, Ursus,,3,76.6,11736,899000.0
5441,Warszawa, Wola, Księcia Janusza,2,42.0,11381,478000.0
5442,Warszawa, Białołęka, Skarbka z Gór,1,34.0,11441,389000.0
5443,Warszawa, Mokotów,,3,62.0,11129,690000.0
5444,Warszawa, Mokotów,,6,204.0,19559,3990000.0
5445,Warszawa, Białołęka, Mikołaja Trąby,3,61.9,9500,588050.0
5446,Warszawa, Ursynów, Kabaty,3,88.6,8239,730000.0
5447,Warszawa, Mokotów, Służewiec,3,61.0,11475,700000.0
5448,Warszawa, Wola, Giełdowa,2,50.0,19000,950000.0
5449,Warszawa, Bielany,,5,119.4,14899,1779000.0
5450,Warszawa, Targówek, św. Wincentego,3,67.4,11261,759000.0
5451,Warszawa, Targówek, Zacisze,5,124.3,9027,1122000.0
5452,Warszawa, Wola, ul. Pańska,3,84.28,19000,1601320.0
5453,Warszawa, Wola, Jana Kazimierza,3,88.8,14414,1280000.0
5454,Warszawa, Mokotów, ul. Oskara Langego,1,27.0,14037,379000.0
5455,Warszawa, Żoliborz, ul. Jasnodworska,3,67.0,16418,1100000.0
5456,Warszawa, Ochota, Rakowiec,1,36.3,13471,489000.0
5457,Warszawa, Mokotów, Służew,2,36.0,14417,519000.0
5458,Warszawa, Mokotów, Siekierki,4,77.1,15551,1199000.0
5459,Warszawa, Bielany, Chomiczówka,4,67.0,10746,719999.0
5460,Warszawa, Bemowo, Jelonki,2,50.3,11133,560000.0
5461,Warszawa, Białołęka, ul. Strumykowa,4,107.0,8402,899000.0
5462,Warszawa, Mokotów, Domaniewska,1,34.0,14118,480000.0
5463,Warszawa, Targówek, Bródno-Podgrodzie,3,39.0,12436,485000.0
5464,Warszawa, Wilanów, Kazachska,2,54.1,14011,758000.0
5465,Warszawa, Wilanów, Adama Branickiego,3,55.0,15455,850000.0
5466,Warszawa, Bielany, Jana Kasprowicza,2,42.0,14262,599000.0
5467,Warszawa, Mokotów,,3,72.0,18000,1296000.0
5468,Warszawa, Białołęka, ul GŁĘBOCKA,3,58.0,11552,670000.0
5469,Warszawa, Bemowo, Rozłogi,3,67.83,10998,746000.0
5470,Warszawa, Mokotów, Stegny,3,56.2,11619,653000.0
5471,Warszawa, Wawer, Anin,2,54.0,12093,653000.0
5472,Warszawa, Żoliborz, ul. Adama Mickiewicza,2,49.6,13911,690000.0
5473,Warszawa, Wilanów, ul. Bruzdowa,2,36.48,14391,525000.0
5474,Warszawa, Ochota, Stara Ochota,3,58.0,10517,610000.0
5475,Warszawa, Praga-Południe, Kamionek,3,65.25,11479,749000.0
5476,Warszawa, Ochota, Sąchocka1,2,38.0,11553,439000.0
5477,Warszawa, Bielany, ul. Starej Baśni,3,46.0,13696,630000.0
5478,Warszawa, Śródmieście, Nowogrodzka,3,51.5,18447,950000.0
5479,Warszawa, Mokotów,,2,34.69,12943,449000.0
5480,Warszawa, Wola, Koło,3,51.0,14000,713999.0
5481,Warszawa, Praga-Północ,,4,102.82,11185,1150000.0
5482,Warszawa, Praga-Południe, ul. Szklanych Domów,2,38.0,12105,460000.0
5483,Warszawa, Żoliborz, Plac Wilsona,3,56.25,16978,955000.0
5484,Warszawa, Ochota, Grójecka,2,45.14,11963,540000.0
5485,Warszawa, Żoliborz,,3,48.0,13125,630000.0
5486,Warszawa, Bielany, Księżycowa,3,54.87,12757,699999.0
5487,Warszawa, Bielany,,1,27.5,14000,385000.0
5488,Warszawa, Mokotów, al. Aleja Wyścigowa,3,72.9,16118,1175000.0
5489,Warszawa, Ochota, ul. Przemyska,4,120.3,20948,2520000.0
5490,Warszawa, Praga-Południe, Grochów,2,36.0,13472,485000.0
5491,Warszawa, Bielany,,1,33.0,11697,386000.0
5492,Warszawa, mazowieckie,,2,30.0,11500,345000.0
5493,Warszawa, Wola, ul. Marcina Kasprzaka,4,90.3,20875,1885000.0
5494,Warszawa, Wola, ul. Marcina Kasprzaka,7,170.6,20891,3564000.0
5495,ul. Dywizjonu 303, Warszawa, mazowieckie,2,57.9,14991,868000.0
5496,Warszawa, Ochota, ul. Włodarzewska,2,44.0,15795,695000.0
5497,Warszawa, Włochy, Cyprysowa,2,49.0,11429,560000.0
5498,Warszawa, Ursynów, ul. Puszczyka,2,40.0,15000,600000.0
5499,Warszawa, Wilanów, ul. Franciszka Klimczaka,2,53.0,15960,845900.0
5500,Warszawa, Wola, Mirów,2,57.2,17937,1026000.0
5501,Warszawa, Praga-Południe, ul. Poligonowa,4,96.2,8306,799000.0
5502,Warszawa, Bielany, ul. Szegedyńska,3,48.0,9792,470000.0
5503,Warszawa, Śródmieście, Nalewki,4,165.2,18099,2990000.0
5504,Warszawa, Wawer, Korkowa,4,55.0,9436,519000.0
5505,Warszawa, Ursynów,,2,45.46,11109,505000.0
5506,Warszawa, Praga-Południe, Gocław,3,63.2,10285,650000.0
5507,Warszawa, Śródmieście,,2,42.0,17619,740000.0
5508,Warszawa, Wola, ul. Jana Kazimierza,4,97.3,17472,1699999.0
5509,Warszawa, Ursus, gen. Kazimierza Sosnkowskiego,2,38.0,9342,355000.0
5510,Warszawa, Śródmieście, ul. Smolna,3,68.0,17603,1197000.0
5511,Warszawa, Białołęka, Pasłęcka 14C,1,35.9,11142,400000.0
5512,Warszawa, Białołęka, Światowida,3,70.0,9143,640000.0
5513,Warszawa, Białołęka, Marywilska,2,44.0,10068,443000.0
5514,Warszawa, Śródmieście,,1,26.9,17955,483000.0
5515,Warszawa, Śródmieście, Śródmieście Północne,3,65.0,14308,930000.0
5516,Warszawa, Mokotów, ul. Wiktorska,2,45.0,14444,650000.0
5517,Warszawa, Włochy, Krańcowa,3,56.76,13037,740000.0
5518,Warszawa, Żoliborz,,2,43.34,19612,850000.0
5519,Warszawa, Mokotów, Cybernetyki,2,54.0,16667,900000.0
5520,Warszawa, Ursus, Górna Droga,2,53.3,9381,500000.0
5521,Warszawa, Wola, Giełdowa,1,31.5,17460,550000.0
5522,Warszawa, Białołęka,,2,51.0,9804,500000.0
5523,Warszawa, Ursynów,,3,53.0,13679,725000.0
5524,Warszawa, Mokotów, Ksawerów,3,102.8,20428,2100000.0
5525,Warszawa, Wola,,2,58.1,14561,846000.0
5526,Warszawa, Mokotów, Służewiec,3,48.0,12458,598000.0
5527,Warszawa, Ursynów, Natolin,2,56.7,12504,709000.0
5528,Warszawa, Mokotów, Antoniego Józefa Madalińskiego,2,40.8,13897,567000.0
5529,Warszawa, Bielany, ul. Władysława Broniewskiego,3,56.0,10625,595000.0
5530,Warszawa, Wawer, Marysin Wawerski,3,55.0,9982,549000.0
5531,Warszawa, Bielany, Wrzeciono,1,25.0,14600,365000.0
5532,Warszawa, Mokotów, Dolny Mokotów,2,38.0,19474,740000.0
5533,Warszawa, Mokotów, Siekierki,3,63.0,14762,930000.0
5534,Warszawa, Mokotów, Dolny Mokotów,3,53.5,9813,525000.0
5535,Warszawa, Bemowo, Górce,2,48.0,13646,655000.0
5536,Warszawa, Mokotów, Dolna,2,75.0,17733,1330000.0
5537,Warszawa, Żoliborz, ul. Włościańska,4,101.6,11781,1197000.0
5538,Warszawa, Mokotów, Służewiec,3,71.0,17324,1230000.0
5539,Warszawa, Bemowo, Eugeniusza Szwankowskiego,5,65.0,10754,699000.0
5540,Warszawa, Mokotów, ul. Puławska,3,62.6,15479,969000.0
5541,Oskara Langego, Warszawa, mazowieckie,3,55.0,9982,549000.0
5542,Warszawa, Mokotów, Stefana Bryły,3,56.0,10714,600000.0
5543,Warszawa, Bielany, Leopolda Staffa,1,18.0,15944,287000.0
5544,Warszawa, Wawer,,5,158.0,4424,699000.0
5545,Warszawa, Ursynów, Aleksandra Janowskiego,3,68.16,10989,749000.0
5546,Warszawa, Mokotów, Siekierki,3,57.0,11754,670000.0
5547,Warszawa, Mokotów, Stegny,3,61.5,11366,699000.0
5548,Warszawa, Praga-Północ, Namysłowska,1,35.0,13143,460000.0
5549,Warszawa, Wola,,2,43.9,13645,599000.0
5550,Warszawa, Bielany, ul. Stefana Żeromskiego,2,44.75,18000,805500.0
5551,Warszawa, Bielany, Stare Bielany,1,36.3,13609,494000.0
5552,Warszawa, Praga-Południe,,2,50.0,13270,663500.0
5553,Warszawa, Targówek, Wacława Tokarza,2,46.0,8696,400000.0
5554,Warszawa, Targówek, Głębocka,3,75.0,10600,795000.0
5555,Warszawa, Mokotów, Górny Mokotów,4,69.33,14409,999000.0
5556,Warszawa, Wawer, Anin,2,53.81,12135,653000.0
5557,Warszawa, Mokotów, Aleja Niepodległości,3,54.6,11703,639000.0
5558,Warszawa, Białołęka, Tarchomin,3,62.0,9839,610000.0
5559,Warszawa, Mokotów,,3,62.0,19355,1200000.0
5560,Warszawa, Wola, ul. Marcina Kasprzaka,1,21.0,20952,440000.0
5561,Warszawa, Białołęka, Żerań,3,55.5,9351,519000.0
5562,Warszawa, Praga-Północ, Siedlecka,3,48.0,10313,495000.0
5563,Warszawa, Ursynów, Nowoursynowska,5,162.7,14321,2330000.0
5564,Warszawa, Mokotów, Dolny Mokotów,5,223.63,33538,7500000.0
5565,Warszawa, Mokotów, Stegny,3,56.2,9929,558000.0
5566,Warszawa, Białołęka, Tarchomin,2,54.3,9926,539000.0
5567,Warszawa, Wola, Ulrychów,3,54.31,10999,597356.0
5568,Warszawa, Włochy, Okęcie,2,41.4,9638,399000.0
5569,Warszawa, Mokotów, ul. Bobrowiecka,3,63.21,15804,999000.0
5570,Warszawa, Praga-Południe, Gocław,2,53.5,13925,745000.0
5571,Warszawa, Targówek, św. Wincentego,3,60.3,12272,740000.0
5572,Warszawa, Ochota, Stara Ochota,2,55.0,13636,750000.0
5573,Warszawa, Wola, Muranów,2,63.13,19785,1249000.0
5574,Warszawa, Śródmieście, Powiśle,2,62.9,15564,979000.0
5575,Warszawa, Ursus, Walerego Sławka,2,37.2,10618,395000.0
5576,Warszawa, Wola,,1,33.0,15455,510000.0
5577,Warszawa, Wola, Burakowska,2,36.27,22029,799000.0
5578,Warszawa, Praga-Południe, Grochów,1,34.86,10298,359000.0
5579,Warszawa, Śródmieście, ul. Tadeusza Boya-Żeleńskiego,3,79.8,15977,1275000.0
5580,Warszawa, Ochota, Jutrzenki,4,99.66,9683,965000.0
5581,Warszawa, Włochy, Jutrzenki,4,77.62,10423,809000.0
5582,Warszawa, Praga-Południe,,4,86.13,14977,1290000.0
5583,Warszawa, Białołęka, Marywilska,3,65.62,12786,839000.0
5584,Warszawa, Praga-Południe,,3,86.13,14977,1290000.0
5585,Warszawa, Białołęka, Ostródzka,4,73.6,10856,799000.0
5586,Warszawa, Ursynów,,5,104.32,12174,1270000.0
5587,Warszawa, Praga-Południe, Kokoryczki,4,89.29,14996,1339000.0
5588,Warszawa, Mokotów, Juliana Bruna,1,37.5,15973,599000.0
5589,Warszawa, Ursus,,3,48.1,9459,455000.0
5590,Warszawa, Śródmieście, Józefa Lewartowskiego,3,51.35,14411,740000.0
5591,Warszawa, Wola, Łucka,2,72.9,14815,1080000.0
5592,Warszawa, Praga-Południe, ul. Jana Nowaka-Jeziorańskiego 4,2,41.65,12965,540000.0
5593,Warszawa, Ursynów,,3,75.0,14500,1087500.0
5594,Warszawa, Ursus,,3,48.1,11996,577000.0
5595,Warszawa, Ochota, Żwirki i Wigury,3,58.0,10466,607000.0
5596,Warszawa, Wola, Mirów,2,27.4,16898,463000.0
5597,Warszawa, Wola, Muranów,2,35.62,19512,695000.0
5598,Warszawa, Żoliborz, Sady Żoliborskie,2,36.2,12293,445000.0
5599,Warszawa, Śródmieście, Józefa Lewartowskiego,2,35.0,19429,680000.0
5600,Warszawa, Ursynów, al. Aleja Komisji Edukacji Narodowej,3,71.43,14840,1060000.0
5601,Warszawa, Wola, Przy Lasku,2,31.0,13226,410000.0
5602,Warszawa, Targówek, Węgrowska,3,54.88,10386,570000.0
5603,Warszawa, Praga-Południe, Orlego Lotu,3,58.7,11499,675000.0
5604,Warszawa, Śródmieście, Dzika,3,94.0,15319,1440000.0
5605,Warszawa, Mokotów,,2,41.0,13732,563000.0
5606,Warszawa, Mokotów,,2,48.0,13958,670000.0
5607,Warszawa, Ochota, Kopińska,1,36.0,13889,500000.0
5608,Warszawa, Mokotów, Służewiec,2,49.0,12224,599000.0
5609,Warszawa, Białołęka,,2,43.0,10791,464000.0
5610,Warszawa, Wilanów, Aleja Rzeczypospolitej,3,72.0,17917,1290000.0
5611,Warszawa, Ochota, ul. Karola Dickensa,3,76.75,15635,1200000.0
5612,Warszawa, Mokotów, Jarosława Dąbrowskiego,1,19.5,17333,338000.0
5613,Warszawa, Wola, Radziwie,2,49.6,15827,785000.0
5614,Warszawa, Wola, Jana Kazimierza,1,33.02,15990,528000.0
5615,Warszawa, Żoliborz, Sady Żoliborskie,3,49.0,14694,720000.0
5616,Warszawa, Praga-Południe,,3,53.0,9245,490000.0
5617,Warszawa, Bemowo, Siemiatycka,2,49.91,11020,550000.0
5618,Warszawa, Mokotów, ul. Biały Kamień,3,90.3,24585,2220000.0
5619,Warszawa, Bielany, Heroldów,1,42.0,10929,459000.0
5620,Warszawa, Ursynów,,3,53.0,12943,686000.0
5621,Warszawa, Śródmieście, Powiśle,4,78.95,22799,1800000.0
5622,Warszawa, Praga-Południe, Saska Kępa,2,52.0,12962,674000.0
5623,Warszawa, Praga-Południe, Saska Kępa,3,48.0,11229,539000.0
5624,Warszawa, Ochota,,1,23.0,13565,312000.0
5625,Warszawa, Targówek, Elsnerów,2,45.0,12222,550000.0
5626,Warszawa, Mokotów, Górny Mokotów,3,55.1,12341,680000.0
5627,Warszawa, Ursynów, ul. Wacława Lachmana 1,3,61.6,10536,649000.0
5628,Warszawa, Wilanów, Prymasa Augusta Hlonda,3,76.64,14731,1129000.0
5629,Warszawa, mazowieckie,,2,50.0,15980,799000.0
5630,Warszawa, Ochota, Rakowiec,2,36.0,12778,460000.0
5631,Warszawa, Mokotów,,3,72.25,16055,1160000.0
5632,Warszawa, Mokotów, Czerniaków,3,67.19,9823,660000.0
5633,Warszawa, Wola,,4,118.8,12300,1461240.0
5634,Warszawa, Wola, Aleja Prymasa Tysiąclecia,2,34.0,23000,782000.0
5635,Warszawa, Wola, Aleja Prymasa Tysiąclecia,1,21.0,19048,400000.0
5636,Warszawa, Mokotów, Bukowińska,1,34.42,17632,606900.0
5637,Warszawa, Bielany, Wrzeciono,2,45.0,10778,485000.0
5638,Warszawa, Wola, Siedmiogrodzka,4,110.0,21818,2400000.0
5639,Warszawa, Mokotów,,2,44.0,12250,539000.0
5640,Warszawa, Białołęka, Grodzisk,2,40.2,12413,499000.0
5641,Warszawa, Wola, Rondo Daszyńskiego,3,83.7,25999,2176106.0
5642,Warszawa, Wola, Rondo Daszyńskiego,2,45.85,25203,1155566.0
5643,Warszawa, Wola, Rondo Daszyńskiego,1,32.14,24074,773740.0
5644,Warszawa, Białołęka,,1,37.4,11230,420000.0
5645,Warszawa, Wola,,3,52.0,15365,799000.0
5646,Warszawa, Bielany, Chomiczówka,3,54.44,9650,525340.0
5647,Warszawa, Śródmieście, Aleja Jana Pawła II,3,110.0,12955,1425000.0
5648,Warszawa, Bielany, Chomiczówka,3,43.8,12945,567000.0
5649,Warszawa, Śródmieście, Grzybowska,5,135.3,30000,4059000.0
5650,Warszawa, Praga-Południe, Grochów,2,32.88,12649,415900.0
5651,Warszawa, Mokotów, Służewiec,2,42.7,13326,569000.0
5652,Warszawa, Praga-Południe, Gocław,2,50.0,9400,470000.0
5653,Warszawa, Ursus, Posag 7 Panien,2,42.0,9976,419000.0
5654,Warszawa, Śródmieście, Powiśle,1,27.0,18333,495000.0
5655,Warszawa, Bielany,,3,65.0,11523,749000.0
5656,Warszawa, Ochota, Stara Ochota,2,40.0,18500,740000.0
5657,Warszawa, Mokotów, Gotarda,2,42.3,13215,559000.0
5658,Warszawa, Ursynów, Polki,2,33.66,16043,540000.0
5659,Warszawa, Praga-Południe, Saska Kępa,3,73.0,15205,1110000.0
5660,Warszawa, Wawer,,2,51.0,8824,450000.0
5661,Warszawa, Wola, Czyste,3,66.71,26833,1790000.0
5662,Warszawa, Praga-Południe,,2,38.0,12895,490000.0
5663,Warszawa, Żoliborz,,2,42.0,11548,485000.0
5664,Warszawa, Wilanów, al. Aleja Rzeczypospolitej,3,68.1,19090,1300000.0
5665,Warszawa, Mokotów, ul. Zygmunta Noskowskiego,2,47.0,14681,690000.0
5666,Warszawa, Ursus,,1,17.0,12000,204000.0
5667,Warszawa, Wola, Odolany,2,41.1,15547,639000.0
5668,Warszawa, Wola, al. Prymasa Tysiąclecia,1,20.82,21470,447000.0
